,web-scraper-order,name,description,price,address,category,date_formatted,time_from,time_until,duration_seconds,is_concert,description_len
257,1701178052-1113,Evil Conduct & Biertoifel,"evil conduct (nl)  100% arbeiterklasse oi! musik aus holland  evil conduct entstand in den frühen achtziger jahren. sie bekamen sogar den spitznamen ""die niederländische last resort"". obwohl die band dies als großes kompliment auffasst ist es offensichtlich, dass evil conduct seine eigene identität hat mit seinem eigenen, unverwechselbaren sound. ihre musik ist mitsing arbeiter oi! mit kraftvollen gesang.  evil conduct wurde ursprünglich im jahr 1984 gegründet seitdem hat evil conduct gigs in ganz europa gespielt und hat einen hervorragenden live ruf..  als special guest wird biertoifel (d) mit dabei sein.",29.0,"Musigburg, Bahnhofstrasse false 50, Aarburg, CH",Konzert / Punk,2023-12-02,19:30,23:30,14400.0,1,613.0
258,1701178054-1114,FEDERICO ALBANESE / MARIO BATKOVIC,"zwei solo-konzerte mit klavier und akkordeon  nik fischer/ kurtheater baden  dieser einzigartige musikalische doppelabend vereint zwei absolute virtuosen auf ihren instrumenten: federico albanese und mario batkovic. der eine zart und zerbrechlich, der andere wild und ungestüm. beide kreieren sie hypnotisierende klangwelten beide entfalten für sich allein eine wirkung entfaltet, als wäre ein ganzes orchester am werk. beide touren weltweit und spielen die ganz grossen bühnen, wie jene der hamburger elbphilharmonie und des montreux jazz festivals. beide kooperieren mit legenden wie radiohead, portishead oder ghostpoet. beide komponieren filmmusik, sorgen für grosse momente auf der leinwand wie auf der bühne.  federico albanese bewegt sich am klavier zwischen vergangenheit und gegenwart, realität und imagination, gedächtnis und erinnerung. er verschmilzt neoklassische und elektronische klänge mit jazz und avantgarde-pop. im teenageralter war albanese fasziniert von punk und jazz, lernte klarinette und bassgitarre. der mailänder spielte in punkund rockbands, war aber zugleich ein grosser fan von ambient-musik. seit fast zehn jahren nun ist er nun, meist solo, unterwegs am klavier.  der berner mario batkovic ist ein ungemein virtuoser akkordeonist. seine musik ist akustische aktmalerei ... 								 									 mehr anzeigen 								 							 							 																	zwei solo-konzerte mit klavier und akkordeon  nik fischer/ kurtheater baden  dieser einzigartige musikalische doppelabend vereint zwei absolute virtuosen auf ihren instrumenten: federico albanese und mario batkovic. der eine zart und zerbrechlich, der andere wild und ungestüm. beide kreieren sie hypnotisierende klangwelten beide entfalten für sich allein eine wirkung entfaltet, als wäre ein ganzes orchester am werk. beide touren weltweit und spielen die ganz grossen bühnen, wie jene der hamburger elbphilharmonie und des montreux jazz festivals. beide kooperieren mit legenden wie radiohead, portishead oder ghostpoet. beide komponieren filmmusik, sorgen für grosse momente auf der leinwand wie auf der bühne.  federico albanese bewegt sich am klavier zwischen vergangenheit und gegenwart, realität und imagination, gedächtnis und erinnerung. er verschmilzt neoklassische und elektronische klänge mit jazz und avantgarde-pop. im teenageralter war albanese fasziniert von punk und jazz, lernte klarinette und bassgitarre. der mailänder spielte in punkund rockbands, war aber zugleich ein grosser fan von ambient-musik. seit fast zehn jahren nun ist er nun, meist solo, unterwegs am klavier.  der berner mario batkovic ist ein ungemein virtuoser akkordeonist. seine musik ist akustische aktmalerei ohne retuschen und kosmetik. herausfordernd, hypnotisch und grandios überschreitet batkovics musik konventionelle grenzen. als komponist, produzent und performer kombiniert er verschiedene musikalische disziplinen und hebt das akkordeon auf eine neue ebene. seine symphonische vision ist einzigartig, das debüt-album «mario batkovic» wurde vom «rolling stone» in die top 10 der «best avant albums 2017» gewählt.  wo: theatersaal  beginn: 19:30 uhr  dauer: 2:00 (inkl. pause)  vorverkauf ab 01.05.23 									 										 weniger anzeigen",,"Kurtheater, Parkstrasse 20, Baden, CH",Konzert / Weitere Musikrichtungen,2023-12-02,19:30,21:30,7200.0,1,3217.0
259,1701178058-1116,RAMMZEIT a swiss tribute to Rammstein & Rockdown (AUT),"live konzert mit der schweizer tributeband rammzeit, wie der name schon verrät spielen sie rammstein songs. die 5 - köpfige band stammt aus der westschweiz und werden das stage mit ihrer performance aufheizen. als vorband von rammzeit kommt die band rockdown.  swiss tribute to rammstein  - pat/singer  - chris /drum  - phil /guitar  - zito /guitar  - paddy /bass  supportband:  rockdown  nach mehreren jahren in unterschiedlichen bands im bereich rock und hardrock wurde ende 2019 bei drei musikern aus vorarlberg der wunsch nach einer gemeinsamen band mit der tendenz härtere töne anzuschlagen laut.  mit rene am schlagzeug, andy und niki an den gitarren machte man sich auf die suche nach einem passenden sänger und bassisten. mit jürgen war der bassist kurze zeit später gefunden, die suche nach einem sänger gestaltete sich jedoch schwierig. 2021 stiess dann thomas dazu, die position des sängers konnte schlussendlich auch besetzt werden.  das programm (hard´n heavy coversongs) beinhaltet ein breites spektrum und reicht von accept, judas priest, megadeth über iron maiden bis hin zu metallica und slayer.  zuletzt finden auch vermehrt eigene songs den weg in die setliste.",22.0,"Stage am Bach, Event- und Konzertsaal, Charlottengasse 1, Mels, CH",Konzert / Hard Rock & Heavy Metal,2023-12-02,19:30,23:30,14400.0,1,1180.0
260,1701178060-1117,Musikalische Zeitreise,"an unserem jahreskonzert reisen wir gemeinsam durch 100 jahre musikgeschichte - von den comedian harmonists bis zu patent ochsner! begleitet wird der chor von einer 3köpfigen band (piano, gitarre/bass und drums).   gesamtleitung: gordana kekenovska-kolarova  piano: boyan kolarov  guitar/bass: sigi nikitscher  drums: pierre narayan  es gibt freie platzwahl - die sitzplätze sind nicht nummeriert. die türöffnung ist eine stunde vor konzertbeginn um 18h30.",28.0,"Aula Schule Neuenhof, Zürcherstrasse 99, Neuenhof, CH",Konzert / Chor,2023-12-02,19:30,22:00,9000.0,1,456.0
261,1701178062-1118,21. Innerschweizer Ländlerweihnacht Ruswil Samstag,"auch in diesem jahr findet der anlass in seiner gewohnten manier statt. der grosse unterhaltungsabend am freitag, 1.dezember ab 20.00 uhr und samstag, 2.dezember ab 19.30 uhr geht in der festlich und weihnachtlich dekorierten mehrzweckhalle ruswil über die bühne. damit sie auch dieses jahr das tanzbein schwingen können, spielen wiederum je sechs ländler-formationen von nah und fern am freitag- und samstagabend auf.  die festwirtschaft ist gerüstet und bietet ein breites sortiment an getränken und menüs. dieses jahr neu auch mit einem barecken und einem kleinen barbetrieb.  die tombola mit je rund 250 preisen pro abend ist bereit und während der pause können die lösli in grosser anzahl gekauft und die preise abgeholt werden.  der verein freunde der volksmusik und das organisationskomitee freuen sich sehr über den besuch von ihnen. geniessen sie etwas zeit in einer gemütlichen umgebung und bei bester musik.",,"Mehrzweckhalle Ruswil, Wolhuserstrasse 29, Ruswil, CH",Konzert / Schlager & Volksmusik,2023-12-02,19:30,01:00,19800.0,1,918.0
262,1701178064-1119,"Dea Atra presents: Hån, Bedrängnis, Pechstein",dea atra organisation presents:  hån  https://www.youtube.com/watch?v=7n6wuekm1qg  pechstein  https://www.youtube.com/watch?v=5pfzpyd-r4i  bedrängnis  https://bedraengnis.bandcamp.com/  doors: 19:30  show: 20:00  ticket: 20 chf,20.0,"A_Way, Seestrasse 8, Liestal, CH",Konzert / Hard Rock & Heavy Metal,2023-12-02,19:30,23:55,15900.0,1,227.0
263,1701178066-1120,Saltatio Mortis / Alestorm,"21 jahre ist es nun her, dass saltatio mortis ihre ersten auftritte hatte; damals standen die musiker mit trommeln und sackpfeifen an strassenecken herum und spielten für das geld, das man ihnen in die hüte warf. sie hätten es damals ja selbst nicht gedacht, sagen saltatio mortis heute: dass man mit schnabelschuhen, schellenband und dudelsack irgendwann mit vier nummer-eins-alben dasteht und mit einer goldenen schallplatte noch dazu. und dass es eine so bunte truppe, auch nach über zwanzig jahren, immer noch schafft, so erfolgreich zu sein, in einer welt, die zunehmend grau wird – allein das ist ein zeichen, das hoffnung macht. oh wow! von den bescheidenen anfängen, als sie auf einem feld irgendwo im osten schottlands shows für nutztiere spielten, haben sich alestorm zu einer internationalen partymaschine entwickelt, die mit ihrem ansteckenden pirate metal und ihrem schneidigen aussehen die albumcharts und festivalbühnen auf der ganzen welt erobert. irgendwie haben sie es geschafft, hunderttausende von menschen von neuseeland über argentinien bis litauen und überall dazwischen (ausser in paraguay) davon zu überzeugen, dass es cool ist, einen piratenhut zu tragen und dumme lieder über das betrinken und das stehlen von schiffen zu singen.",,"X-TRA, Limmatstrasse 118, Zürich, CH",Konzert / Pop & Rock,2023-12-02,19:30,,,1,1256.0
264,1701178070-1122,Rammzeit – a swiss tribute to Rammstein,"wie der name schon verrät spielen rammzeit rammstein songs. die 5 - köpfige band stammt aus der westschweiz und werden das stage mit ihrer performance aufheizen. swiss tribute to rammstein mit pat (singer), chris (drum) phil (guitar), zito (guitar) und paddy (bass).  <br>   <br> als vorband von rammzeit kommt die band rockdown. nach mehreren jahren in unterschiedlichen bands im bereich rock und hardrock wurde ende 2019 bei drei musikern aus vorarlberg der wunsch nach einer gemeinsamen band mit der tendenz härtere töne anzuschlagen laut.  <br>   <br> mit rene am schlagzeug, andy und niki an den gitarren machte man sich auf die suche nach einem passenden sänger und bassisten. mit jürgen war der bassist kurze zeit später gefunden, die suche nach einem sänger gestaltete sich jedoch schwierig. 2021 stiess dann thomas dazu, die position des sängers konnte schlussendlich auch besetzt werden  <br>   <br> vorverkauf: chf 22.00  <br> abendkasse: chf 25.00  <br>   <br> tickets: eventfrog oder bei jeder poststelle",,"Stage am Bach, Charlottengasse 1, Mels, CH",Konzert,2023-12-02,19:30,,,1,1017.0
265,1701178074-1124,Fabrikkonzert Stadtmusik Burgdorf,fabrikkonzert stadtmusik burgdorf,20.0,"Roth AG, Buchmattstrasse 39, Burgdorf, CH",Konzert / Blasmusik,2023-12-02,19:30,23:00,12600.0,1,33.0
266,1701178076-1125,Alexa Tarantino Quartet,"die talentierte saxophonistin von wynton marsalis in ihrem erstklassigen quartett! alexa tarantino ist eine preisgekrönte und lebhafte junge jazz-saxophonistin und multiinstrumentalistin, komponistin und lehrerin. ihr individueller stil zeigt sich in ihren dynamischen auftritten. sie spielte mit musikern wie wynton marsalis, cecile mclorin salvant, ulysses owens jr., dem vanguard jazz orchestra, arturo o’farrill, the diva jazz orchestra und vielen anderen. wynton marsalis sagte über alexa: “alexa ist eine enorm kraftvolle und unzähmbare kraft, voller ausdruck und hervorragender musikalität.”",,"Marians Jazzroom, Engestrasse 54a, Bern, CH",Konzert / Jazz & Blues,2023-12-02,19:30,,,1,598.0
267,1701178078-1126,In Dulci Jubilo,"in dulci jubilo - musik der renaissance von michael praetorius und seinen zeitgenossen  chortett - gemischter chor rheinfelden, ltg.: sophie lamberbourg  capella helvetica - historisches bläserensemble mit zink, posaune, dulzian, blockflöte u.m. ltg.: katharina haun  die musizierenden verbreiten mit bekannten und unbekannten weihnachtsmelodien adventliche stimmung und entführen sie in die einzigartige klangwelt der renaissance",,"Christkatholische Stadtkirche St. Martin, Kirchplatz, Rheinfelden, CH",Konzert / Chor,2023-12-02,19:30,,,1,430.0
268,1701178082-1128,"Kids In Cages, Support: The Oskars","kids in cages  <br> die liechtensteiner band spielt erfrischenden crossover, der vor power förmlich strotzt! ""modern rap-rock"" nennen die musiker ihre spannende kombination und erlaubt headbangen und tanzen gleichzeitig! drums, e-gitarre und bass bilden das fundament ihres vielschichtigen klangbilds und werden mit mitreissenden elektro-elementen verfeinert. die englischen (rap-)texte üben ehrliche und direkte gesellschaftskritik aus - voller emotion und persönlichkeit. auf der suche nach referenzen wird man am ehesten bei ""linkin park"" oder ""papa roach"" fündig, gelegentlich findet man auch acts wie ""electric callboy"" oder ""bring me the horizon"" wieder.  <br>   <br> support: the oskars  <br> mit treibenden disco-beats und harter gitarre bringen the oskars das publikum zum tanzen. die verrauchte, doch sanfte stimme singt von liebe und einsamkeit und dringt direkt ins herz. the oskars vertreiben mit ihrem sound den herzschmerz und feiern die euphorie der verliebtheit.",,"Flon, Davidstrasse 42, St. Gallen, CH",Konzert,2023-12-02,19:30,,,1,979.0
269,1701178084-1129,Jazzfestival «unerhört!»,"im fabriktheater: zeena parkins & hslu large ensemble: zeena parkins hat eine lange und spannende künstlerinnen-biografie: projekte mit fred frith, john zorn, elliott sharp, der isländischen songwriterin björk oder yoko ono sind einige der herausragenden stationen. die aus detroit stammende und in new york lebende komponistin und harfenistin stellt hier zwei projekte vor: sie spielt auf ihrer elektro-akustischen harfe ein solo-konzert und präsentiert das mit den student*innen der luzerner musikhochschule erarbeitete programm für ein large ensemble. anschliessend im clubraum: angelika niescier – tomeka reid – savannah harris: die stets nach neuen musikalischen abenteuern suchende altsaxofonistin angelika niescier (nach dem bedeutenden albert-mangelsdorff-preis erhielt sie jüngst den wdr-jazzpreis 2023) ist eine der profiliertesten stimmen der europäischen jazzszene. kontinuierlich hat sie enge verbindungen zu einigen der bedeutendsten und markantesten persönlichkeiten der amerikanischen jazzszene aufgebaut. zusammen mit der renommierten cellistin tomeka reid und der gefeierten schlagzeugerin savannah harris sind drei technisch versierte instrumentalistinnen mit sprühendem temperament, drive und freude am experiment vereint. zeena parkins solo: zeena parkins ist die grande dame... 								 									 mehr anzeigen 								 							 							 																	im fabriktheater: zeena parkins & hslu large ensemble: zeena parkins hat eine lange und spannende künstlerinnen-biografie: projekte mit fred frith, john zorn, elliott sharp, der isländischen songwriterin björk oder yoko ono sind einige der herausragenden stationen. die aus detroit stammende und in new york lebende komponistin und harfenistin stellt hier zwei projekte vor: sie spielt auf ihrer elektro-akustischen harfe ein solo-konzert und präsentiert das mit den student*innen der luzerner musikhochschule erarbeitete programm für ein large ensemble. anschliessend im clubraum: angelika niescier – tomeka reid – savannah harris: die stets nach neuen musikalischen abenteuern suchende altsaxofonistin angelika niescier (nach dem bedeutenden albert-mangelsdorff-preis erhielt sie jüngst den wdr-jazzpreis 2023) ist eine der profiliertesten stimmen der europäischen jazzszene. kontinuierlich hat sie enge verbindungen zu einigen der bedeutendsten und markantesten persönlichkeiten der amerikanischen jazzszene aufgebaut. zusammen mit der renommierten cellistin tomeka reid und der gefeierten schlagzeugerin savannah harris sind drei technisch versierte instrumentalistinnen mit sprühendem temperament, drive und freude am experiment vereint. zeena parkins solo: zeena parkins ist die grande dame des zeitgenössischen harfenspiels. die aus detroit stammende und seit vielen jahren in new york lebende musikerin definiert mit erweiterten techniken, objektpräparationen und elektronischen hilfsmitteln die harfe neu und beeinflusste damit generationen von musiker*innen. 									 										 weniger anzeigen",,"Rote Fabrik, Seestrasse 395, Zürich, CH",Konzert / Jazz & Blues,2023-12-02,19:30,,,1,2981.0
270,1701178086-1130,Weihnachtskonzert Riverside Pipe Band,"die riverside pipe band spielen an ihrem weihnachtskonzert eine bunte mischung aus traditioneller und moderner schottische dudelsackmusik. beginn um 19.30 uhr in der baptistenkirche in bülach.  der eintritt ist frei. kollekte.  im anschluss laden wir bei punsch, getränke und ein paar knabbereien mpch zu einem gemütlichen austausch ein.",,"Baptistengemeinde Bülach, Schaffhauserstrasse 10, Bülach, CH",Konzert / Weitere Musikrichtungen,2023-12-02,19:30,21:00,5400.0,1,337.0
271,1701178088-1131,Vocabella – Singen mit Herz,"der frauenchor aus breitenbach präsentiert in seinem konzert eine bunte mischung aus pop und rock, spirituals und evergreens. unter der leitung von marta mieze erklingen lieder in verschiedenen sprachen, aber immer mit herz und leidenschaft gesungen.    leitung: marta mieze  piano: roman halter",,"Ref. Kirchgemeindehaus ""im Gässli"", Juchstrasse 27, Magden, CH",Konzert / Chor,2023-12-02,19:15,,,1,295.0
272,1701178090-1132,Dabu Fantastic - Namal Genau So Easy Uf Tour,"wir erinnern uns so gerne zurück an die nächte in seewen, wetzikon, mels oder auch herzogenbuchsee, wil und köniz. die «namal so easy uf tour» führte uns in clubs, in denen wir noch gar nie gespielt hatten. und damit direkt zu euch: alles ausverkaufte shows, eure strahlenden gesichter und maximum liebe zwischen euch und uns. kurz: die tour im winter war das reinste frühlings-blumenpflücken!  ​​viele von euch waren aber zu spät für tickets und überhaupt, wir wollen das unbedingt noch einmal erleben mit euch. darum verlängern wir diese spezielle tour um sechs clubs in eurer nähe. in denen wir natürlich ebenfalls noch nie gespielt haben. etwas weg von den städten, so nahe bei euch. wie schön.  ​​lasst uns noch einmal genau so easy tanzen, singen und lachen wie auf der letzten tour. vielleicht haben wir sogar ein, zwei nigelnagelneue songs im gepäck – aber psst, das wissen wir noch nicht so genau – was wir aber wissen: mir gsehnd eus a de bar.  türöffnung: 19.00 uhr  konzert: 20.00 uhr",40.0,"Kupferschmiede, Güterstrasse 20, Langnau im Emmental, CH",Konzert / Pop & Rock,2023-12-02,19:00,23:00,14400.0,1,996.0
273,1701178092-1133,Merry Xmas with Heidi Happy,"heidi und ephrem gehen in die zweite runde mit ihrem weihnachtsprogramm „merry christmas with heidi happy“ und versüssen damit unsere adventszeit.  amerikanische weihnachtsklassiker verzaubern mit vollkommener schönheit, denn heidis warme stimme entfaltet dank der verspielten klavierbegleitung ihres lieblingspianisten ephrem lüchinger ihre ganze wirkung. die romantik der allseits bekannten melodien wird voll ausgeschöpft, indem grossartig orchestrierte interpretationen wie dean martins ""let it snow"" oder frank sinatras ""walking in a winter wonderland"" auf das wesentliche reduziert werden: heidis sanfte stimme und ein virtuoses piano. dieses beindruckende zusammenspiel bietet ein innig berührendes erlebnis und verwandelt weihnachtsverschmäher in schwärmer.  zum geniessen, zurücklehnen und in schönen erinnerungen schwelgen.  dazu werden kleine köstlichkeiten aus der fabrikküche serviert:     welcome-drink mit apérogebäck vom earlybeck boulanger confiseur   chili con/sin carne   apple crumble",72.0,"Ferienlager Musikhaus Zweisimmen, Untere Tüllstrasse 7, Zweisimmen, CH",Konzert / Singer & Songwriter,2023-12-02,19:00,23:00,14400.0,1,1004.0
274,1701178094-1134,OltenAir Indoor Rock Session 5,die oltenair indoor rock sessions gehen in die fünfte runde!,35.0,"Garage8, Rötzmattweg 8, Olten, CH",Konzert / Hard Rock & Heavy Metal,2023-12-02,19:00,,,1,60.0
275,1701178096-1135,WOLCUM YOLE,"in unserem diesjährigen adventskonzert bringen wir als erstes a ceremony of carols von benjamin britten (1913 - 1976) zur aufführung.  1942 hat britten gedichte aus the english galaxy of shorter poems von gerald bullett vertont.  der zyklus enthält 11 lieder, die teilweise den gregorianischen choral als ursprung der europäischen kirchenmusik reflektieren und mit moderner, britten eigener musiksprache verschmelzen lassen.  wir bringen das arrangement von julius harrison (1955) für vierstimmigen gemischten chor zur aufführung.  in der englischen chortradition fest verankert, mit britten als vorbild in verbindung, erscheint der pianist, dirigent und komponist john rutter (*1945) als einer der nachfolger von benjamin britten. für den choir of king’s college sowie für diverse feierliche anlässe der britischen königsfamilie schrieb er einige werke. da sie von hohem kompositorischem können wie von leichter hörerzugänglichkeit zeugen, erreichten sie im laufe der jahre hohe popularität bei den aufführenden wie beim publikum.  in diesem konzert singen wir zwei werke von rutter: all bells in paradise (auftragswerk des choir of king’s college in cambridge, uraufführung 2012) und for the beauty of the earth aus dem jahr 1978.  im letzten teil des konzertes sprudeln bei einigen ... 								 									 mehr anzeigen 								 							 							 																	in unserem diesjährigen adventskonzert bringen wir als erstes a ceremony of carols von benjamin britten (1913 - 1976) zur aufführung.  1942 hat britten gedichte aus the english galaxy of shorter poems von gerald bullett vertont.  der zyklus enthält 11 lieder, die teilweise den gregorianischen choral als ursprung der europäischen kirchenmusik reflektieren und mit moderner, britten eigener musiksprache verschmelzen lassen.  wir bringen das arrangement von julius harrison (1955) für vierstimmigen gemischten chor zur aufführung.  in der englischen chortradition fest verankert, mit britten als vorbild in verbindung, erscheint der pianist, dirigent und komponist john rutter (*1945) als einer der nachfolger von benjamin britten. für den choir of king’s college sowie für diverse feierliche anlässe der britischen königsfamilie schrieb er einige werke. da sie von hohem kompositorischem können wie von leichter hörerzugänglichkeit zeugen, erreichten sie im laufe der jahre hohe popularität bei den aufführenden wie beim publikum.  in diesem konzert singen wir zwei werke von rutter: all bells in paradise (auftragswerk des choir of king’s college in cambridge, uraufführung 2012) und for the beauty of the earth aus dem jahr 1978.  im letzten teil des konzertes sprudeln bei einigen ausgewählten gospelsongs freude, vorfreude, rhythmus, zuversicht und leidenschaft aus uns.  aus grossem respekt zur kultur des gospelgesangs, aus bewunderung und nachempfindung der darin tief empfundenen gefühle singen wir eine reihe von wunderschönen wie fesselnden songs. einige darunter wurden von christer løvold arrangiert, dem leiter der swiss gospel singers, der uns am klavier begleitet.  viel spass beim zuhören!     cantus basel - chor  chelsea marilyn zurflüh - sopran  céline akçağ - mezzosopran  christer løvold - klavier  julia łopuszyńska - harfe  olga pavlu - leitung 									 										 weniger anzeigen",,"Theodorskirche, Theodorskirchplatz 5, Basel, CH",Konzert / Chor,2023-12-02,19:00,,,1,3270.0
276,1701178098-1136,Shelomith Gospelkonzert,"weihnachtskonzerte mit colin vassell aus london  shelomith ist ein gospelchor aus der region bern. jedes jahr singen rund 25 junge frauen und männer mit. vor über 30 jahren für regionale kirchenveranstaltungen gegründet, spielt shelomith heute auf den unterschiedlichsten bühnen in der ganzen schweiz. die konzerte im advent sind jedes jahr ein highlight.  dieses jahr wird colin vassell aus london mit shelomith auf der bühne stehen. nebst vassells tätigkeit als musikalischer leiter für mehrere tv shows und tv live-übertragungen - wie zum beispiel des bbc morgenworships „people get ready“ oder am italienischen frühstücksfernsehnen – trat er auch an internationalen konzerten auf, wie etwa dem weihnachtsevangelium in der teatro toniolo in mestre, venedig oder bei der live-übertragung von gospel im funkhaus in kopenhagen. seine persönliche botschaft: das leben zu kurz für eine schlechte note.  freuen sie sich auf ein stimmgewaltiges und stimmungsvolles konzert!",,"CONNECT Zofingen, Im Rank 4, Zofingen, CH",Konzert / Gospel,2023-12-02,19:00,21:30,9000.0,1,969.0
277,1701178100-1137,Afterparty Pop Up Event w/Joje & Gubbi Mane + special guests,joje kommt nach zürich! macht euch bereit für berliner underground trap vom feinsten!,20.0,"WUNDERBOX CLUB, Langstrasse 84, Zürich, CH",Konzert / Hip-Hop & Rap,2023-12-02,19:00,22:30,12600.0,1,85.0
278,1701178102-1138,Adventskonzert mit Lichtkönigin Lucia und Gefolge,stimmungsvolles adventskonzert mit frauenchor strengelbach und männerchor brittnau und lichtkönigin lucia mit gefolge.  weitere informationen siehe homepage frauenchor strengelbach:  www.frauenchorstrengelbach.ch,,"Katholische Kirche, Altmattweg 4 2, Strengelbach, CH",Konzert / Chor,2023-12-02,19:00,20:30,5400.0,1,212.0
279,1701178104-1139,40 Jahre Radio Pilatus,"es ist ein besonderer tag: radio pilatus feiert sein 40-jähriges bestehen! diesen meilenstein möchten wir mit euch feiern und haben uns deswegen etwas ganz besonderes ausgedacht. wir präsentieren euch im kleinen rahmen unvergessliche musikalische erlebnisse mit mothers pride, zian und dada ante portas. nach den konzerten gibt es party mit dj boris macek.",,"Schüür, Tribschenstrasse 1, Luzern, CH",Konzert,2023-12-02,19:00,,,1,356.0
280,1701178106-1140,Jodlerkonzert Kirche Bolligen,"jodlerkonzert     mitwirkende:     jodlerklub bärner mutze bern-stettlen   alphorntrio bärenried   quintett ""annemeieli""    nach dem konzert schenken wir vor der kirche eine feine glühwein aus.    eintritt frei kollekte  www.baernermutze.ch",,"Kirche Bolligen, Kirchstrasse, Bolligen, CH",Konzert / Schlager & Volksmusik,2023-12-02,19:00,22:00,10800.0,1,240.0
281,1701178110-1142,Parkhouse,"im crazy cactus wird mit der coverband parkhouse so richtig gerockt! das repertoire umfasst songs von ac/dc, billy idol, bon jovi, iron maiden, judas priest, krokus, metallica, motörhead, nirvana, ozzy osbourne, rammstein und vielen, vielen mehr. konzert: 21.30 - 23.30 uhr - eintritt frei - anschliessend dj cesco vor dem konzert kannst du bei uns wie immer ein leckeres nachtessen geniessen.",,"Bar & Restaurant Crazy Cactus, Baselstrasse 24, Luzern, CH",Konzert / Pop & Rock,2023-12-02,19:00,02:00,25200.0,1,393.0
282,1701178112-1143,Long Night of Interferences,"programm: ensemble contrechamps denis rollet – live-elektronik denis rollet: neues werk (2023) für violine, klarinette und live-elektronik uraufführung jad atoui – elektronik manolo müller – elektronik nilufar habibian – qanun & elektronik tizia zimmermann – akkordeon positionen – magazin-release die «long night of interferences» ist ein abend voller unterschiedlicher stimmen und positionen aus der zeitgenössischen klangwelt: so klingen denis rollets kompositionen oft, als hätte er sie geräten und tonträgern aus analogen zeiten entlockt und mit schere und lötkolben zu neuem leben erweckt. nilufar habibian schafft mit qanun und live-elektronikaus kleinsten parzellen eindrückliche klanggebäude. jad atoui bewegt sich frei zwischen klangkunst und clubsounds und übersetzt dabei immer wieder eindrücke aus seiner umwelt in musik – seien es biologische daten oder dieinstabilität eines politischen systems. wenn so unterschiedliche stimmen aufeinandertreffen, passieren unvorhersehbare dinge. sie können sich gegenseitig verstärken oder verfremden, aufeinander prallen oder ineinander aufgehen – oder es mischt sich eine ganz neue stimme unerwartet ins geschehen.",,"Gessnerallee Zürich, Gessnerallee 8, Zürich, CH",Konzert / Hip-Hop & Rap,2023-12-02,19:00,22:00,10800.0,1,1173.0
283,1701178116-1145,Aeroplane - 20  Jahre (mit Radio Strange),"aeroplane gibt es nun seit 20 jahren. darum lassen wir es mal so richtig krachen und holen neben neuem songmaterial auch ein paar oldies aus der mottenkiste. sei dabei, wenn es wieder heisst: welcome to the show!  wer etwas reinhören will, hier eine kostprobe: www.aeroplane.ch     mit dabei die jungs von radio strange, die schon mal richtig einheizen und für stimmung sorgen: strange.ch     18:30 - doors  19:45 - radio strange  20:45 - aeroplane     wir freuen uns auf euch,  aeroplane",20.0,"Aktionshalle Stanzerei, Bruggerstrasse 37, Baden, CH",Konzert / Pop & Rock,2023-12-02,18:30,,,1,488.0
284,1701178121-1146,Klangbogen: Ukraine-Schweiz,"<p>die umtriebige violinistin elena neff zhunke schlägt mit dem klangbogen eine brücke zwischen der ukraine, ihrem herkunftsland, und der schweiz, ihrem lebensort. mit der von ihr gegründeten sinfonietta präsentiert sie expressive programme mit klassischer, moderner und folkloristischer musik aus beiden ländern voller farben, hoffnung und freude. zur aufführung gelangen werke von komponist:innen aus der ukraine und der schweiz, u.a. wassyl barvinskyy, hanna hawrylets, frank martin sowie auch vom ostschweizer jazzmusiker michael neff.</p>",,"Kul-tour auf Vögelinsegg, Hohrüti 1, Speicher, CH",Konzert,2023-12-02,18:30,,,1,543.0
285,1701178123-1147,Bandauftritt Flairlinerzz,bandauftritt von der jugendband flairlinerzz. unser jährliches konzert findet wieder statt!! vor und nach dem bandauftritt läuft musik und getränke können konsumiert werden.,,"Schappe Kulturquadrat, Obernauerstrasse 1, Kriens, CH",Konzert / Weitere Musikrichtungen,2023-12-02,18:00,23:30,19800.0,1,173.0
286,1701178125-1148,Gotthard - Steve Lee's 60th Anniversary,"für diejenigen, die bei «one life, one soul - a night to remember» 60th anniversary tribute show for steve lee dabei sein können, wird die einmalig stattfindende show ein rauschendes fest der liebe für einen großartigen sänger und menschen – und vermutlich wird vor, hinter und auf der bühne dabei auch die eine oder andere träne fliessen…",,"Hallenstadion, Wallisellenstrasse 45, Zürich, CH",Konzert / Pop & Rock,2023-12-02,18:00,23:00,18000.0,1,339.0
